Tweet,Suicide
insulting did you invent it now i know what to get you for your birthday,not suicide post
and it make no logical sense in their twisted v,potential suicide post
interesting night i love my sisters,not suicide post
unfortunately i cant leave well enough alone and in trying,potential suicide post
basil and hafiz are having a very nice gay moment in the studio,not suicide post
i want to say ill never be active again not quite sure i dont have any reason to be on here anymore anyways bye everyone take care,potential suicide post
rt  pain its just like fire amp memories are the alcohol that increases its flare have you ever felt the crack of your broken,potential suicide post
and a certain centurions servant who was dear unto him was sick and ready to die luke  jesus god bible,potential suicide post
woop im keen to head to sydneymelbourne even if yyy come here we should still roadtrip,not suicide post
bom dia twitters,not suicide post
tweetdeck icons annoyng your desktop change  from devianart,not suicide post
castroville txrt  i just dont want to be here anymore,potential suicide post
thank you kal youre great good luck on everything that youll do,not suicide post
i almost attempted suicide again when someone blackmailed me and threatened to have me thrown in jail for something i didnt do he knew where i worked and my parents names,potential suicide post
hy colei come from germany and my biggest wish is to have contact with youi know that i never can see you but its ok,not suicide post
